row_type,category,hash,name,name_en
entry,弹匣，弹鼓,"=""18256292185666700754""",AR-59 消音器 30发弹鼓,"Whisper Rifle 5,5x50mm. Standard"
entry,弹匣，弹鼓,"=""5276871085079694052""",AR-59 消音器 60发弹鼓,"Whisper Rifle 5,5x50mm. Drum"
entry,弹匣，弹鼓,"=""1633441327921975190""",AR-32 安抚者 45发弹匣,Karbin Rifle Standard
entry,弹匣，弹鼓,"=""10825187123122472636""",AR-2 野狼 45发弹匣,Rifle 8x40mm Rifle Standard
entry,弹匣，弹鼓,"=""10983829338642417922""",R-72 审查官 16发短弹匣（废案）,RIFLE Justice. Short
entry,弹匣，弹鼓,"=""5057481484420756285""",R-72 审查官 20发弹匣,RIFLE Justice. Standard
entry,弹匣，弹鼓,"=""4017924551403080839""",R-72 审查官 30发长弹匣,RIFLE Justice. Extended
entry,弹匣，弹鼓,"=""7050869358615705019""",R-4 鬣狗 10发短弹匣,RIFLE Drake. Short
entry,弹匣，弹鼓,"=""3700026632171386477""",R-4 鬣狗 15发长弹匣,RIFLE Drake. Standard
entry,弹匣，弹鼓,"=""6017251023115135062""",SMG-37 防卫者 35发短弹匣,SMG 12x25mm. Standard
entry,弹匣，弹鼓,"=""5899481901079518310""",SMG-37 防卫者 45发扩容弹匣,SMG 12x25mm. Extended
entry,弹匣，弹鼓,"=""8576817326083615795""",SMG-37 防卫者 75发弹鼓,SMG 12x25mm. Drum
entry,弹匣，弹鼓,"=""4328927270333669203""",SMG-72 暴击斗士 35发短弹匣,SMG 12x25mm. Standard Pummeler
entry,弹匣，弹鼓,"=""14741494689753229355""",SMG-72 暴击斗士 45发扩容弹匣,SMG 12x25mm. Extended Pummeler
entry,弹匣，弹鼓,"=""3445906922936249326""",SMG-72 暴击斗士 75发弹鼓,SMG 12x25mm. Drum Pummeler
entry,弹匣，弹鼓,"=""10536115169655287074""",SMG/FLAM-34 司炉者 25发短弹匣,SMG Flamer Standard Magazine
entry,弹匣，弹鼓,"=""1954505123843284861""",SMG/FLAM-34 司炉者 45发扩容弹匣,SMG Flamer Extended Magazine
entry,弹匣，弹鼓,"=""9097122243967356002""",SMG/FLAM-34 司炉者 60发弹鼓,SMG Flamer Drum Magazine
entry,弹匣，弹鼓,"=""4204314609786512989""",MP-98 骑士 50发弹匣,SMG 9x20mm. Top Mounted Standard
entry,弹匣，弹鼓,"=""2445649923648714608""",MP-98 骑士 70发大弹匣,SMG 9x20mm. Top Mounted Extended
entry,弹匣，弹鼓,"=""10309885318445593877""",SMG-203 英勇无畏 50发弹匣,SMG 9x20mm. Top Mounted Standard Solvent
entry,弹匣，弹鼓,"=""7691547289648837263""",SMG-203 英勇无畏 70发大弹匣,SMG 9x20mm. Top Mounted Extended Solvent
entry,弹匣，弹鼓,"=""11066157384975603148""",破裂者系列 13发短弹匣,Shotgun 12g. Magazine Standard
entry,弹匣，弹鼓,"=""7546010150065048137""",破裂者系列 16发扩容弹匣,SHOTGUN 12g. Magazine Extended
entry,弹匣，弹鼓,"=""4457329115126715741""",破裂者系列 26发弹鼓,SHOTGUN 12g. Drum
entry,弹匣，弹鼓,"=""11794703064670336233""",SG-225SP 鸟弹 13发短弹匣,Shotgun 12g. Magazine Standard Light
entry,弹匣，弹鼓,"=""7452428864091236583""",SG-225SP 鸟弹 16发扩容弹匣,SHOTGUN 12g. Magazine Extended Light
entry,弹匣，弹鼓,"=""291864303212575658""",SG-225SP 鸟弹 26发弹鼓,SHOTGUN 12g. Drum Light
entry,弹匣，弹鼓,"=""13122103107948030556""",LAS-5 长柄镰 8s标准散热器,Laser Heatsink. Medium Standard
entry,弹匣，弹鼓,"=""6190751550629622522""",LAS-5 长柄镰 12s高容量散热器,Laser Heatsink. Medium Improved Heatcapacity
entry,弹匣，弹鼓,"=""9708860688333598373""",LAS-5 长柄镰 5s高功率散热器,Laser Heatsink. Medium Improved Cooldown
entry,弹匣，弹鼓,"=""13036092446294397076""",LAS-22 切变 2s快速过热散热器,Laser Heatsink (Charge). Rapid Heatsink
entry,弹匣，弹鼓,"=""13297375371974664299""",LAS-22 切变 4s标准散热器,Laser Heatsink (Charge). Standard Heatsink
entry,弹匣，弹鼓,"=""9064102588392836950""",LAS-22 切变 7s改良散热器,Laser Heatsink (Charge). Extended Heatsink
entry,弹匣，弹鼓,"=""1818307318784878249""",PLAS-101 净化者 15发等离子弹匣,Plasma Medium. Canister Standard
entry,弹匣，弹鼓,"=""9291105500383269587""",PLAS-1 焦土 20发等离子扩容弹匣,Plasma Medium. Canister Extended
entry,弹匣，弹鼓,"=""12439365467465081873""",PLAS-15 忠诚者 8发等离子弹匣,Plasma Pistol. Canister Pistol
entry,弹匣，弹鼓,"=""11027915531501354241""",PLAS-15 忠诚者 13发等离子弹匣,Plasma Pistol. Canister Extended
entry,弹匣，弹鼓,"=""14452522868562188951""",P-2 和平制造者 15发弹匣,Pistol 9x20mm. Extended
entry,弹匣，弹鼓,"=""5729597501657769521""",P-19 救世主 31发长弹匣,Pistol 12x20mm. Standard
entry,弹匣，弹鼓,"=""16780842349359893039""",9×70mm 标准步枪弹夹,RIFLE 9x70mm. Standard
entry,弹匣，弹鼓,"=""13923078706375087587""",9×70mm 扩容步枪弹夹,RIFLE 9x70mm. Extended
entry,弹匣，弹鼓,"=""15151942165455114152""",15mm 喷气辅助步枪弹鼓,Jet Assisted Rifle 15mm. Drum Standard
category,枪口配件,,,
entry,枪口配件,"=""8461770958804471754""",5.5mm无枪口,5.5mm. Naked
entry,枪口配件,"=""3375286472059951732""",5.5mm 消焰器,"5,5mm. Flash Hider"
entry,枪口配件,"=""6637750995636466699""",5.5mm 制退器,"5,5mm. Muzzle break"
entry,枪口配件,"=""2931537446798109347""",5.5mm 补偿器,"5,5mm. Compensator"
entry,枪口配件,"=""8869063222391656748""",8mm 无枪口,8mm. Naked
entry,枪口配件,"=""17998083042837534904""",8mm 消焰器,8mm. Flash Hider
entry,枪口配件,"=""12795189377325640140""",8mm 制退器,8mm. Muzzle break
entry,枪口配件,"=""11580211633362345240""",8mm 补偿器,8mm. Compensator
entry,枪口配件,"=""11070612253882557865""",9mm 无枪口,9mm. Naked
entry,枪口配件,"=""13346297317041401928""",9mm 消焰器,9mm. Flash Hider
entry,枪口配件,"=""17412440896140003920""",9mm 制退器,9mm. Muzzle break
entry,枪口配件,"=""15893143384222030095""",9mm 补偿器,9mm. Compensator
entry,枪口配件,"=""7748723127387084686""",12mm 无枪口,12mm. Naked
entry,枪口配件,"=""3560721596127226263""",12mm 消焰器,12mm. Flash Hider
entry,枪口配件,"=""2804704169649005861""",12mm 制退器,12mm. Muzzle break
entry,枪口配件,"=""17042267079945714520""",12mm 补偿器,12mm. Compensator
entry,枪口配件,"=""13074477769665559454""",10号霰弹 半喉缩,10g. Half Choke
entry,枪口配件,"=""4244847585173431214""",10号霰弹 全喉缩,10g. Full Choke
entry,枪口配件,"=""14340382343174070789""",10号霰弹 鸭嘴,10g. Duckbill
entry,枪口配件,"=""15622846233925959454""",12号霰弹无收束器,12g. Standard Choke
entry,枪口配件,"=""769608404923492902""",12号霰弹 半喉缩,12g. Half Choke
entry,枪口配件,"=""8462610023518099908""",12号霰弹 全喉缩,12g. Full Choke
entry,枪口配件,"=""10147513372326869849""",12号霰弹 鸭嘴,12g. Duckbill
entry,枪口配件,"=""6294251159044593677""",AR-23P 穿甲解放者 制退器,"5,5mm. Muzzle brake Custom Penetrator"
entry,枪口配件,"=""181294882810468657""",AR-32 安抚者 制退器,5mm. Muzzle brake Custom Karbin
entry,枪口配件,"=""6854902929570205451""",AR-61 肉锤 制退器,8mm. Muzzle brake Custom Tenderdizer
entry,枪口配件,"=""13467018118412292185""",BR-41 审判者 制退器,8mm. Muzzle brake Custom Adjudicator
entry,枪口配件,"=""6712204506474975956""",AR-2 野狼 制退器,8mm. Muzzle brake Custom Assault Rifle Large Calibre
entry,枪口配件,"=""9479091149602704344""",R-63CS 反狙击勤勉 制退器,9mm. Muzzle brake Custom Diligence Counter Sniper
entry,枪口配件,"=""5061600508839293981""",R-4 鬣狗 制退器,Muzzle brake Custom Drake
entry,枪口配件,"=""14897104891499249134""",LAS-5 长柄镰 激光器棱镜,Laser. Standard Prism
entry,枪口配件,"=""9063175003097027107""",LAS-22 切变 激光器棱镜,Laser. Charge Standard
entry,枪口配件,"=""5211183018200410695""",左轮手枪 长枪管,Revolver. Medium Barrel
category,未应用配件,,,
entry,未应用配件,"=""850458585731750803""",9x20mm 手枪冲锋枪 高爆,PISTOL-SMG 9x20mm. EXPLOSIVE
entry,未应用配件,"=""14363808857687781345""",9x20mm 手枪冲锋枪 全金属被甲,PISTOL-SMG 9x20mm. FULL METAL JACKET
entry,未应用配件,"=""8094740713547056081""",9x20mm 手枪冲锋枪 空尖,PISTOL-SMG 9x20mm. HOLLOW POINT
entry,未应用配件,"=""5209856311545109809""",9x20mm 手枪冲锋枪 高速,PISTOL-SMG 9x20mm. HIGH VELOCITY
entry,未应用配件,"=""9240136906287372304""",9x20mm 手枪冲锋枪 等离子,PISTOL-SMG 9x20mm. PLASMA
entry,未应用配件,"=""10333851492719329776""",9x20mm 手枪冲锋枪 撕碎者,PISTOL-SMG 9x20mm. RIPPER
entry,未应用配件,"=""6157227374233642402""",9x20mm 手枪冲锋枪 铝热剂,PISTOL-SMG 9x20mm. THERMITE
entry,未应用配件,"=""7910041181649433073""",9x20mm 手枪冲锋枪 毒性,PISTOL-SMG 9x20mm. TOXIC
entry,未应用配件,"=""3017520251559120449""",12x25mm 手枪冲锋枪 全金属被甲,PISTOL-SMG 12x25mm. FULL METAL JACKET
entry,未应用配件,"=""2599032621541645664""",12x25mm 手枪冲锋枪 空尖,PISTOL-SMG 12x25mm. HOLLOW POINT
entry,未应用配件,"=""9290043141086983594""",12x25mm 手枪冲锋枪 高速,PISTOL-SMG 12x25mm. HIGH VELOCITY
entry,未应用配件,"=""12646066975301281183""",12x25mm 手枪冲锋枪 等离子,PISTOL-SMG 12x25mm. Plasma
entry,未应用配件,"=""1870800911349018316""",12x25mm 手枪冲锋枪 撕碎者,PISTOL-SMG 12x25mm. Ripper
entry,未应用配件,"=""4964499945670853068""",12x25mm 手枪冲锋枪 铝热剂,PISTOL-SMG 12x25mm. THERMITE
entry,未应用配件,"=""6496346306736513044""",12x25mm 手枪冲锋枪 毒性,PISTOL-SMG 12x25mm. TOXIC
entry,未应用配件,"=""3341808157293395105""",12x25mm 手枪冲锋枪 高爆,PISTOL-SMG 12x25mm. Explosive
entry,未应用配件,"=""12104456316024842500""",13x40mm 左轮 穿甲,REVOLVER 13x40mm. PENETRATOR
entry,未应用配件,"=""11631927475746250127""",13x40mm 左轮 全金属被甲,REVOLVER 13x40mm. FULL METAL JACKET
entry,未应用配件,"=""13418391240371603175""",13x40mm 左轮 空尖,REVOLVER 13x40mm. HOLLOW POINT
entry,未应用配件,"=""6125423136876178521""",13x40mm 左轮 马格南,REVOLVER 13x40mm. MAGNUM
entry,未应用配件,"=""4679347772048489606""",13x40mm 左轮 撕碎者,REVOLVER 13x40mm. RIPPER
entry,未应用配件,"=""18411494561001321365""",5.5x50mm 步枪 穿甲,"RIFLE 5,5x50mm. PENETRATOR"
entry,未应用配件,"=""484429952482723481""",5.5x50mm 步枪 毁灭者,"RIFLE 5,5x50mm. DEVASTATOR"
entry,未应用配件,"=""14196770709344949467""",5.5x50mm 步枪 高爆,"RIFLE 5,5x50mm. EXPLOSIVE"
entry,未应用配件,"=""8968605231332247284""",5.5x50mm 步枪 全金属被甲,"RIFLE 5,5x50mm. FULL METAL JACKET"
entry,未应用配件,"=""2590701024829825335""",5.5x50mm 步枪 空尖,"RIFLE 5,5x50mm. HOLLOW-POINT"
entry,未应用配件,"=""14178958771200617393""",5.5x50mm 步枪 高速,"RIFLE 5,5x50mm. HIGH VELOCITY"
entry,未应用配件,"=""12230740417430930824""",5.5x50mm 步枪 双倍威力,"RIFLE 5,5x50mm. DOUBLE POWER"
entry,未应用配件,"=""5987903507891376719""",5.5x50mm 步枪 撕碎者,"RIFLE 5,5x50mm. RIPPER"
entry,未应用配件,"=""11796490182876748967""",5.5x50mm 步枪 自推进,"RIFLE 5,5x50mm. SELF PROPELLED"
entry,未应用配件,"=""2979229929919037870""",5.5x50mm 步枪 亚音速,"RIFLE 5,5x50mm. SUB SONIC"
entry,未应用配件,"=""3809327539759296667""",5.5x50mm 步枪 超铀芯,"RIFLE 5,5x50mm. SUPER URANIUM CORE"
entry,未应用配件,"=""7340713983800195365""",8x60mm 步枪 空爆,RIFLE 8x60mm. AIRBURST
entry,未应用配件,"=""3167067251300074152""",8x60mm 步枪 穿甲,RIFLE 8x60mm. PENETRATOR
entry,未应用配件,"=""13781964383390459416""",8x60mm 步枪 毁灭者,RIFLE 8x60mm. DEVASTATOR
entry,未应用配件,"=""5605033683682918620""",8x60mm 步枪 高爆,RIFLE 8x60mm. EXPLOSIVE
entry,未应用配件,"=""13303799493899699724""",8x60mm 步枪 自由之火,RIFLE 8x60mm. LIBERTY FIRE
entry,未应用配件,"=""2514802833646660466""",8x60mm 步枪 全金属被甲,RIFLE 8x60mm. FULL METAL JACKET
entry,未应用配件,"=""4766109456072848689""",8x60mm 步枪 高速,RIFLE 8x60mm. HIGH VELOCITY
entry,未应用配件,"=""4293913785112827449""",8x60mm 步枪 双倍威力,RIFLE 8x60mm. DOUBLE POWER
entry,未应用配件,"=""12059633364471565545""",8x60mm 步枪 狙击穿甲,RIFLE 8x60mm. SNIPER ARMOR PIERCING
entry,未应用配件,"=""9920495001494124334""",8x60mm 步枪 亚音速,RIFLE 8x60mm. SUB SONIC
entry,未应用配件,"=""2880865434863531074""",8x60mm 步枪 超铀芯,RIFLE 8x60mm. SUPER URANIUM CORE
entry,未应用配件,"=""3838212950392829402""",9x70mm 步枪 穿甲,RIFLE 9x70mm. PENETRATOR
entry,未应用配件,"=""15291086148262744071""",9x70mm 步枪 全金属被甲,RIFLE 9x70mm. Full Metal Jacket
entry,未应用配件,"=""9698011786116553554""",9x70mm 步枪 高速,RIFLE 9x70mm. High Velocity
entry,未应用配件,"=""9564780761412965151""",9x70mm 步枪 狙击穿甲,RIFLE 9x70mm. Sniper Armor Piercing
entry,未应用配件,"=""17579117517332156085""",9x70mm 步枪 特种作战刺客,RIFLE 9x70mm. SOCOM ASSASSIN
entry,未应用配件,"=""3026084527245306979""",9x70mm 步枪 自推进,RIFLE 9x70mm. SELF PROPELLED
entry,未应用配件,"=""18187204295284363245""",9x70mm 步枪 超铀芯,RIFLE 9x70mm. SUPER URANIUM CORE
entry,未应用配件,"=""16615236272065661871""",15x100mm 火箭 EMP弹,ROCKET 15x100mm. EMP-ROUNDS
entry,未应用配件,"=""12577844419551998690""",15x100mm 火箭 高爆,ROCKET 15x100mm. HIGH EXPLOSIVE
entry,未应用配件,"=""289982163976377481""",15x100mm 火箭 破片,ROCKET 15x100mm. FRAGMENTATION
entry,未应用配件,"=""16707922583032526000""",15x100mm 火箭 等离子,ROCKET 15x100mm. PLASMA
entry,未应用配件,"=""3147715616679615072""",15x100mm 火箭 高速,ROCKET 15x100mm. HIGH VELOCITY
entry,未应用配件,"=""11602396769084732948""",15x100mm 火箭 标准火箭,ROCKET 15x100mm. STANDARD ROCKET
entry,未应用配件,"=""16708371660254757709""",15x100mm 火箭 铝热剂,ROCKET 15x100mm. THERMITE
entry,未应用配件,"=""7464899814204426196""",15x100mm 火箭 毒性,ROCKET 15x100mm. TOXIC
entry,未应用配件,"=""9426047261326106827""",10号霰弹 鸟弹,SHOTGUN 10g. BIRDSHOT
entry,未应用配件,"=""12002370982831699593""",10号霰弹 鹿弹改,SHOTGUN 10g. BUCKSHOT ALTERNATE
entry,未应用配件,"=""17149704172731226520""",10号霰弹 鹿弹,SHOTGUN 10g. BUCKSHOT
entry,未应用配件,"=""8270706170311863943""",10号霰弹 鹿弹改,SHOTGUN 10g. BUCKSHOT ALTERNATE
entry,未应用配件,"=""239197801981926872""",10号霰弹 杀虫弹,SHOTGUN 10g. BUGSHOT
entry,未应用配件,"=""5965690808911126698""",10号霰弹 杀虫弹改,SHOTGUN 10g. BUGSHOT ALTERNATE
entry,未应用配件,"=""2064851534101496352""",10号霰弹 箭形弹,SHOTGUN 10g. FLECHETTES
entry,未应用配件,"=""14634849344550817418""",10号霰弹 箭形弹改,SHOTGUN 10g. FLECHETTES ALTERNATE
entry,未应用配件,"=""4195280840090515811""",10号霰弹 自由之火,SHOTGUN 10g. LIBERTY FIRE
entry,未应用配件,"=""7327455783055875777""",10号霰弹 自由之火改,SHOTGUN 10g. LIBERTY FIRE ALTERNATE
entry,未应用配件,"=""11600043045010232814""",10号霰弹 破片,SHOTGUN 10g. FRAGMENTATION
entry,未应用配件,"=""4340813747243931178""",10号霰弹 破片改,SHOTGUN 10g. FRAGMENTATION ALTERNATE
entry,未应用配件,"=""2090008629295011340""",10号霰弹 马格南,SHOTGUN 10g. MAGNUM
entry,未应用配件,"=""1892083027011120031""",10号霰弹 马格南改,SHOTGUN 10g. MAGNUM ALTERNATE
entry,未应用配件,"=""14987259541096383553""",10号霰弹 马格南三联弹,SHOTGUN 10g. MAGNUM TRIBALL
entry,未应用配件,"=""14151396832999859003""",10号霰弹 马格南三联弹改,SHOTGUN 10g. MAGNUM TRIBALL ALTERNATE
entry,未应用配件,"=""10610862023671609031""",10号霰弹 双脱壳穿甲,SHOTGUN 10g. DUAL SABOT
entry,未应用配件,"=""11431608920433270829""",10号霰弹 双脱壳穿甲改,SHOTGUN 10g. DUAL SABOT ALTERNATE
entry,未应用配件,"=""4730815526250984143""",10号霰弹 双脱壳穿甲,SHOTGUN 10g. DUAL SABOT
entry,未应用配件,"=""17416555602014346003""",10号霰弹 双脱壳穿甲改,SHOTGUN 10g. DUAL SABOT ALTERNATE
entry,未应用配件,"=""11212324065430847557""",10号霰弹 高速脱壳穿甲,SHOTGUN 10g. HIGH VELOCITY SABOT
entry,未应用配件,"=""11575534867174269199""",10号霰弹 高速脱壳穿甲改,SHOTGUN 10g. HIGH VELOCITY SABOT ALTERNATE
entry,未应用配件,"=""17972556449471625637""",10号霰弹 散射弹,SHOTGUN 10g. SCATTER SHOT
entry,未应用配件,"=""287489409911644495""",10号霰弹 散射弹改,SHOTGUN 10g. SCATTER SHOT ALTERNATE
entry,未应用配件,"=""7934200689969124702""",10号霰弹 独头弹,SHOTGUN 10g. SLUG
entry,未应用配件,"=""18375895465450278103""",10号霰弹 独头弹改,SHOTGUN 10g. SLUG ALTERNATE
entry,未应用配件,"=""14979141397050578284""",10号霰弹 三联弹,SHOTGUN 10g. TRI-BALL
entry,未应用配件,"=""18336379892682296833""",10号霰弹 三联弹改,SHOTGUN 10g. TRI-BALL ALTERNATE
entry,未应用配件,"=""12197413991147192027""",10号霰弹 眩晕弹,SHOTGUN 10g. Stun
entry,未应用配件,"=""14485739291695130526""",10号霰弹 眩晕弹改,SHOTGUN 10g. Stun ALTERNATE
entry,未应用配件,"=""16162843298888959181""",12号霰弹 鸟弹,SHOTGUN 12g. BIRDSHOT
entry,未应用配件,"=""3769047134538442866""",12号霰弹 鸟弹,SHOTGUN 12g. BIRDSHOT
entry,未应用配件,"=""5740915416175624640""",12号霰弹 杀虫弹,SHOTGUN 12g. BUGSHOT
entry,未应用配件,"=""18087320921323565766""",12号霰弹 箭形弹,SHOTGUN 12g. FLECHETTES
entry,未应用配件,"=""12579633305480492682""",12号霰弹 自由之火,SHOTGUN 12g. LIBERTY FIRE
entry,未应用配件,"=""18019357654418429894""",12号霰弹 马格南,SHOTGUN 12g. MAGNUM
entry,未应用配件,"=""16547554515282762153""",12号霰弹 马格南三联弹,SHOTGUN 12g. MAGNUM TRIBALL
entry,未应用配件,"=""3635091080574467542""",12号霰弹 散射弹,SHOTGUN 12g. SCATTER SHOT
entry,未应用配件,"=""18084276770746759933""",12号霰弹 三联弹,SHOTGUN 12g. TRI-BALL
entry,未应用配件,"=""8673823970078857158""",解放者复进簧,Recoil Spring Liberator
entry,未应用配件,"=""16808874559677504064""",爱国者复进簧,Recoil Spring Patriot
entry,未应用配件,"=""14524092321344141906""",紧配合闭锁块,Tighter Breechblock
entry,未应用配件,"=""8410798392120980739""",10号霰弹 无收束器,10g. Standard Choke
entry,未应用配件,"=""11437631575828482649""",默认,Default
entry,未应用配件,"=""1622237458159582882""",地狱潜兵经典纯色,Helldiver Classic Solid
entry,未应用配件,"=""9027607218564033524""",森林纯色,Forest Solid
entry,未应用配件,"=""10171622125336297466""",森林迷彩,Forest Camo
entry,未应用配件,"=""5907160336990583167""",极地纯色,Arctic Solid
entry,未应用配件,"=""17948943993955173133""",极地迷彩,Arctic Camo
entry,未应用配件,"=""16222381778807891703""",沙漠纯色,Desert Solid
entry,未应用配件,"=""10324565671558012465""",沙漠迷彩,Desert Camo
entry,未应用配件,"=""16124926598284115974""",都市纯色,Urban Solid
entry,未应用配件,"=""11922880244874214807""",都市迷彩,Urban Camo
entry,未应用配件,"=""8381211330462409119""",夜间纯色,Night Solid
entry,未应用配件,"=""8806876370553968256""",金星纯色,Venus Solid
entry,未应用配件,"=""15853858023476926424""",默认扳机,Default Trigger
entry,未应用配件,"=""8376160989166120813""",渐进扳机,Progressive Trigger
entry,未应用配件,"=""14294806289949965364""",轻扳机,Hair Trigger
entry,未应用配件,"=""11559192118362818531""",无模型激光,Empty Laser
category,轨道火力网-升级,,,
entry,轨道火力网-升级,"=""11455381599113994087""",380mm 火力网 投弹总数升级,380mm Barrage Total Bombs Upgrade
entry,轨道火力网-升级,"=""18164810970101004561""",火力网 地狱火升级,Barrage Hellbomb Upgrade
entry,轨道火力网-升级,"=""15800417501541358928""",轨道燃烧加特林,Orbital Incendiary Gatling
entry,轨道火力网-升级,"=""17415866465906176705""",火力网 核弹升级,Barrage Nuke Upgrade
entry,轨道火力网-升级,"=""10180919258197747588""",轨道燃烧毒气火力网,Orbital Napalm Gas Barrage
entry,轨道火力网-升级,"=""12559788354759869264""",轨道静电120mm火力网,Orbital 120mm EMS Barrage
entry,轨道火力网-升级,"=""636569617391024041""",轨道烟雾游走火力网,Orbital Smoke Walking Barrage
entry,轨道火力网-升级,"=""962961828789913628""",轨道激光升级,Orbital Laser Upgrade
entry,轨道火力网-升级,"=""17319471347536889878""",轨道炮升级MK1,Oribtal Railcannon Upgrade MK1
entry,轨道火力网-升级,"=""1563956653789437021""",轨道炮升级MK2,Oribtal Railcannon Upgrade MK2
